"_","ST","County","StateFIPS","CountyFIPS","Population","Deaths","U_C_Rate"
"","","","","","","",""
"2008-2014, United States","","","","","","",""
"Death Rates per 100,000 Population","","","","","","",""
"All Injury, Suicide, All Races, All Ethnicities, Both Sexes, All Ages","","","","","","",""
"Annualized Crude Rate for United States: 12.63","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"Reports for All Ages include those of unknown age.","","","","","","",""
"* Rates based on 20 or fewer deaths may be unstable.  These rates are suppressed for counties (see legend above); such rates in the title have an asterisk.","","","","","","",""
"","","","","","","",""
"m4687721 created 08DEC16:23:05     downloaded 07AUG20:18:29","","","","","","",""
"","","","","","","",""
"Types of Rates:    U_C_Rate = Unsmoothed, Crude Rate.","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"Produced by: the Statistics, Programming & Economics Branch, National Center for Injury Prevention & Control, CDC","","","","","","",""
"Data Sources: NCHS National Vital Statistics System for numbers of deaths; US Census Bureau for population estimates.","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","ST","County","StateFIPS","CountyFIPS","Population","Deaths","U_C_Rate"
"","TX","PANOLA","48","365","166629","29","17.40393329"
"","TX","PARKER","48","367","827268","116","14.02205815"
"","TX","PARMER","48","369","70682","",""
"","TX","PECOS","48","371","109095","",""
"","TX","POLK","48","373","320084","72","22.4940953"
"","TX","POTTER","48","375","849808","154","18.12174044"
"","TX","PRESIDIO","48","377","52615","",""
"","TX","RAINS","48","379","76901","",""
"","TX","RANDALL","48","381","859447","139","16.17319044"
"","TX","REAGAN","48","383","24334","",""
"","TX","REAL","48","385","23325","",""
"","TX","RED RIVER","48","387","88975","24","26.97386906"
"","TX","REEVES","48","389","96623","",""
"","TX","REFUGIO","48","391","51341","",""
"","TX","ROBERTS","48","393","6496","",""
"","TX","ROBERTSON","48","395","115905","",""
"","TX","ROCKWALL","48","397","566147","62","10.95121938"
"","TX","RUNNELS","48","399","73038","",""
"","TX","RUSK","48","401","375731","54","14.37198421"
"","TX","SABINE","48","403","74009","",""
"","TX","SAN AUGUSTINE","48","405","61882","",""
"","TX","SAN JACINTO","48","407","186076","31","16.65985941"
"","TX","SAN PATRICIO","48","409","460016","59","12.82564085"
"","TX","SAN SABA","48","411","41490","",""
"","TX","SCHLEICHER","48","413","22935","",""
"","TX","SCURRY","48","415","118793","",""
"","TX","SHACKELFORD","48","417","23483","",""
"","TX","SHELBY","48","419","179412","28","15.60653691"
"","TX","SHERMAN","48","421","21358","",""
"","TX","SMITH","48","423","1483306","232","15.64073765"
"","TX","SOMERVELL","48","425","59502","",""
"","TX","STARR","48","427","430138","30","6.974505856"
"","TX","STEPHENS","48","429","66693","",""
"","TX","STERLING","48","431","8397","",""
"","TX","STONEWALL","48","433","10148","",""
"","TX","SUTTON","48","435","28635","",""
"","TX","SWISHER","48","437","54385","",""
"","TX","TARRANT","48","439","12929274","1375","10.63478119"
"","TX","TAYLOR","48","441","926591","144","15.54083733"
"","TX","TERRELL","48","443","6511","",""
"","TX","TERRY","48","445","88336","",""
"","TX","THROCKMORTON","48","447","11374","",""
"","TX","TITUS","48","449","225340","34","15.088311"
"","TX","TOM GREEN","48","451","783649","117","14.93015368"
"","TX","TRAVIS","48","453","7445074","872","11.71244235"
"","TX","TRINITY","48","455","100998","",""
"","TX","TYLER","48","457","151069","31","20.52042444"
"","TX","UPSHUR","48","459","276965","57","20.58021772"
"","TX","UPTON","48","461","23264","",""
"","TX","UVALDE","48","463","186201","21","11.27813492"
"","TX","VAL VERDE","48","465","341211","30","8.792213616"
"","TX","VAN ZANDT","48","467","367779","88","23.92741293"
"","TX","VICTORIA","48","469","617114","108","17.50081833"
"","TX","WALKER","48","471","476528","74","15.52899305"
"","TX","WALLER","48","473","306555","43","14.02684673"
"","TX","WARD","48","475","76422","",""
"","TX","WASHINGTON","48","477","236491","24","10.14837774"
"","TX","WEBB","48","479","1782548","99","5.553847638"
"","TX","WHARTON","48","481","287951","33","11.46028317"
"","TX","WHEELER","48","483","38512","",""
"","TX","WICHITA","48","485","919973","149","16.1961275"
"","TX","WILBARGER","48","487","93436","",""
"","TX","WILLACY","48","489","153836","",""
"","TX","WILLIAMSON","48","491","3088466","342","11.07345847"
"","TX","WILSON","48","493","306725","41","13.36702258"
"","TX","WINKLER","48","495","51197","",""
"","TX","WISE","48","497","419406","50","11.92162249"
"","TX","WOOD","48","499","295680","59","19.95400433"
"","TX","YOAKUM","48","501","55987","",""
"","TX","YOUNG","48","503","128460","28","21.79666822"
"","TX","ZAPATA","48","505","98633","",""
"","TX","ZAVALA","48","507","83281","",""
"","UT","BEAVER","49","1","45524","",""
"","UT","BOX ELDER","49","3","350697","68","19.38995771"
"","UT","CACHE","49","5","796240","96","12.05666633"
"","UT","CARBON","49","7","147315","56","38.01378"
"","UT","DAGGETT","49","9","7580","",""
"","UT","DAVIS","49","11","2184695","322","14.73889948"
"","UT","DUCHESNE","49","13","132834","39","29.35995302"
"","UT","EMERY","49","15","75813","21","27.69973487"
"","UT","GARFIELD","49","17","35594","",""
"","UT","GRAND","49","19","64665","24","37.11435862"
"","UT","IRON","49","21","323766","65","20.07622789"
"","UT","JUAB","49","23","71963","",""
"","UT","KANE","49","25","49929","",""
"","UT","MILLARD","49","27","87378","23","26.32241525"
"","UT","MORGAN","49","29","68171","",""
"","UT","PIUTE","49","31","10653","",""
"","UT","RICH","49","33","15912","",""
"","UT","SALT LAKE","49","35","7331410","1421","19.38235619"
"","UT","SAN JUAN","49","37","103612","",""
"","UT","SANPETE","49","39","195068","47","24.09416204"
"","UT","SEVIER","49","41","145350","42","28.89576883"
"","UT","SUMMIT","49","43","260271","36","13.83173692"
"","UT","TOOELE","49","45","412718","69","16.71843729"
"","UT","UINTAH","49","47","236979","55","23.20880753"
"","UT","UTAH","49","49","3691535","469","12.70474207"
"","UT","WASATCH","49","51","172614","26","15.06250941"
"","UT","WASHINGTON","49","53","996567","206","20.67096342"
"","UT","WAYNE","49","55","19242","",""
"","UT","WEBER","49","57","1632447","327","20.0312782"
"","VT","ADDISON","50","1","258178","29","11.23256048"
"","VT","BENNINGTON","50","3","258062","53","20.53770024"
"","VT","CALEDONIA","50","5","217964","43","19.72802848"
"","VT","CHITTENDEN","50","7","1103666","137","12.41317573"
"","VT","ESSEX","50","9","43901","",""
"","VT","FRANKLIN","50","11","336170","56","16.65823839"
"","VT","GRAND ISLE","50","13","49142","",""
"","VT","LAMOILLE","50","15","172335","37","21.4698117"
"","VT","ORANGE","50","17","202629","50","24.67563873"
"","VT","ORLEANS","50","19","190307","33","17.34040261"
"","VT","RUTLAND","50","21","428705","70","16.32824436"
"","VT","WASHINGTON","50","23","415278","75","18.060191"
"","VT","WINDHAM","50","25","309109","64","20.70467052"
"","VT","WINDSOR","50","27","395268","64","16.19154599"
"","VA","ACCOMACK","51","1","233198","28","12.00696404"
"","VA","ALBEMARLE","51","3","704322","73","10.36457757"
"","VA","ALLEGHANY","51","5","113404","24","21.16327466"
"","VA","AMELIA","51","7","88926","",""
"","VA","AMHERST","51","9","226109","33","14.59473086"
"","VA","APPOMATTOX","51","11","105236","",""
"","VA","ARLINGTON","51","13","1498039","133","8.87827353"
"","VA","AUGUSTA","51","15","516201","108","20.92208268"
"","VA","BATH","51","17","32753","",""
"","VA","BEDFORD","51","19","526307","86","16.34027288"
"","VA","BLAND","51","21","47423","",""
"","VA","BOTETOURT","51","23","231483","32","13.82390932"
"","VA","BRUNSWICK","51","25","120113","",""
"","VA","BUCHANAN","51","27","167089","42","25.1363046"
"","VA","BUCKINGHAM","51","29","119366","22","18.43070891"
"","VA","CAMPBELL","51","31","382820","59","15.41194295"
"","VA","CAROLINE","51","33","201488","36","17.86706901"
"","VA","CARROLL","51","35","209473","53","25.30159018"
"","VA","CHARLES CITY","51","36","50212","",""
"","VA","CHARLOTTE","51","37","87277","",""
"","VA","CHESTERFIELD","51","41","2243702","284","12.6576524"
"","VA","CLARKE","51","43","99457","",""
"","VA","CRAIG","51","45","36333","",""
"","VA","CULPEPER","51","47","331713","49","14.77180575"
"","VA","CUMBERLAND","51","49","69449","",""
"","VA","DICKENSON","51","51","110096","44","39.96512135"
"","VA","DINWIDDIE","51","53","195552","21","10.73883162"
"","VA","ESSEX","51","57","77849","21","26.97529833"
"","VA","FAIRFAX","51","59","7689681","697","9.064095117"
"","VA","FAUQUIER","51","61","462857","87","18.7963021"
"","VA","FLOYD","51","63","107455","24","22.3349309"
"","VA","FLUVANNA","51","65","180681","25","13.83654064"
"","VA","FRANKLIN","51","67","392755","50","12.73058268"
"","VA","FREDERICK","51","69","555136","72","12.96979479"
"","VA","GILES","51","71","119544","",""
"","VA","GLOUCESTER","51","73","258035","50","19.37721627"
"","VA","GOOCHLAND","51","75","150989","",""
"","VA","GRAYSON","51","77","107980","26","24.07853306"
"","VA","GREENE","51","79","130144","",""
"","VA","GREENSVILLE","51","81","84042","",""
"","VA","HALIFAX","51","83","251245","36","14.32864336"
"","VA","HANOVER","51","85","702441","119","16.94092458"
"","VA","HENRICO","51","87","2178744","251","11.52039891"
"","VA","HENRY","51","89","374332","94","25.11139844"
"","VA","HIGHLAND","51","91","16082","",""
"","VA","ISLE OF WIGHT","51","93","247799","28","11.29948063"
"","VA","JAMES CITY","51","95","478971","58","12.10929263"
"","VA","KING AND QUEEN","51","97","49147","",""
"","VA","KING GEORGE","51","99","169123","34","20.1037115"
"","VA","KING WILLIAM","51","101","111554","",""
"","VA","LANCASTER","51","103","79027","",""
"","VA","LEE","51","105","177983","38","21.35035369"
"","VA","LOUDOUN","51","107","2287616","213","9.311003245"
"","VA","LOUISA","51","109","233836","30","12.82950444"
"","VA","LUNENBURG","51","111","89175","",""
"","VA","MADISON","51","113","92741","",""
"","VA","MATHEWS","51","115","62658","",""
"","VA","MECKLENBURG","51","117","225326","34","15.08924847"
"","VA","MIDDLESEX","51","119","75755","",""
"","VA","MONTGOMERY","51","121","665320","64","9.619431251"
"","VA","NELSON","51","125","104640","24","22.93577982"
"","VA","NEW KENT","51","127","131603","",""
"","VA","NORTHAMPTON","51","131","86307","",""
"","VA","NORTHUMBERLAND","51","133","86457","",""
"","VA","NOTTOWAY","51","135","110539","23","20.80713594"
"","VA","ORANGE","51","137","237595","44","18.51890823"
"","VA","PAGE","51","139","167805","40","23.83719198"
"","VA","PATRICK","51","141","129080","42","32.53796095"
"","VA","PITTSYLVANIA","51","143","441566","73","16.53206995"
"","VA","POWHATAN","51","145","196658","33","16.78040049"
"","VA","PRINCE EDWARD","51","147","161915","21","12.96976809"
"","VA","PRINCE GEORGE","51","149","254952","39","15.29699708"
"","VA","PRINCE WILLIAM","51","153","2903269","262","9.024310183"
"","VA","PULASKI","51","155","243241","41","16.855711"
"","VA","RAPPAHANNOCK","51","157","51855","",""
"","VA","RICHMOND","51","159","63985","",""
"","VA","ROANOKE","51","161","649809","110","16.92805117"
"","VA","ROCKBRIDGE","51","163","156496","28","17.8918311"
"","VA","ROCKINGHAM","51","165","537609","67","12.46258898"
"","VA","RUSSELL","51","167","200120","42","20.98740756"
"","VA","SCOTT","51","169","160404","29","18.07934964"
"","VA","SHENANDOAH","51","171","296130","48","16.20909736"
"","VA","SMYTH","51","173","224066","39","17.40558585"
"","VA","SOUTHAMPTON","51","175","129116","",""
"","VA","SPOTSYLVANIA","51","177","871474","100","11.47481164"
"","VA","STAFFORD","51","179","923306","95","10.28911325"
"","VA","SURRY","51","181","48520","",""
"","VA","SUSSEX","51","183","84084","",""
"","VA","TAZEWELL","51","185","311664","50","16.04291801"
"","VA","WARREN","51","187","265281","49","18.47097983"
"","VA","WASHINGTON","51","191","383373","73","19.04150788"
"","VA","WESTMORELAND","51","193","122351","",""
"","VA","WISE","51","195","287162","49","17.06353905"
"","VA","WYTHE","51","197","204613","28","13.68437001"
"","VA","YORK","51","199","459447","58","12.62387174"
"","VA","ALEXANDRIA CITY","51","510","1001720","91","9.084374875"
"","VA","BRISTOL CITY","51","520","123428","",""
"","VA","BUENA VISTA CITY","51","530","46758","",""
"","VA","CHARLOTTESVILLE CITY","51","540","307636","28","9.101665605"
"","VA","CHESAPEAKE CITY","51","550","1578166","186","11.78583242"
"","VA","COLONIAL HEIGHTS CITY","51","570","122641","",""
"","VA","COVINGTON CITY","51","580","41211","",""
"","VA","DANVILLE CITY","51","590","300902","42","13.95803285"
"","VA","EMPORIA CITY","51","595","40101","",""
"","VA","FAIRFAX CITY","51","600","162025","33","20.36722728"
"","VA","FALLS CHURCH CITY","51","610","88264","",""
"","VA","FRANKLIN CITY","51","620","59692","",""
"","VA","FREDERICKSBURG CITY","51","630","180304","",""
"","VA","GALAX CITY","51","640","48722","",""
"","VA","HAMPTON CITY","51","650","961331","102","10.61028928"
"","VA","HARRISONBURG CITY","51","660","349525","28","8.010871898"
"","VA","HOPEWELL CITY","51","670","156855","",""
"","VA","LEXINGTON CITY","51","678","49520","",""
"","VA","LYNCHBURG CITY","51","680","537081","52","9.681966035"
"","VA","MANASSAS","51","683","273259","31","11.34454858"
"","VA","MANASSAS PARK","51","685","101183","",""
"","VA","MARTINSVILLE CITY","51","690","96856","",""
"","VA","NEWPORT NEWS CITY","51","700","1268829","145","11.42785986"
"","VA","NORFOLK CITY","51","710","1706510","194","11.36823107"
"","VA","NORTON CITY","51","720","27834","",""
"","VA","PETERSBURG CITY","51","730","226529","31","13.68478208"
"","VA","POQUOSON","51","735","84768","",""
"","VA","PORTSMOUTH CITY","51","740","671261","77","11.47094796"
"","VA","RADFORD CITY","51","750","117586","",""
"","VA","RICHMOND CITY","51","760","1461206","169","11.56578881"
"","VA","ROANOKE CITY","51","770","682800","118","17.2817809"
"","VA","SALEM CITY","51","775","174831","35","20.01933296"
"","VA","STAUNTON CITY","51","790","168290","22","13.07267217"
"","VA","SUFFOLK CITY","51","800","593342","74","12.47172794"
"","VA","VIRGINIA BEACH CITY","51","810","3095370","401","12.95483254"
"","VA","WAYNESBORO CITY","51","820","147726","22","14.892436"
"","VA","WILLIAMSBURG CITY","51","830","99366","",""
"","VA","WINCHESTER CITY","51","840","187217","37","19.76316253"
"","WA","ADAMS","53","1","130911","",""
"","WA","ASOTIN","53","3","152508","35","22.94961576"
"","WA","BENTON","53","5","1246682","165","13.23513133"
"","WA","CHELAN","53","7","510540","83","16.2572962"
"","WA","CLALLAM","53","9","501846","130","25.9043611"
"","WA","CLARK","53","11","3026374","481","15.89360733"
"","WA","COLUMBIA","53","13","28002","",""
"","WA","COWLITZ","53","15","714192","104","14.56191052"
"","WA","DOUGLAS","53","17","270961","30","11.07170405"
"","WA","FERRY","53","19","53266","",""
"","WA","FRANKLIN","53","21","566834","50","8.820924645"
"","WA","GARFIELD","53","23","15683","",""
"","WA","GRANT","53","25","629104","73","11.60380478"
"","WA","GRAYS HARBOR","53","27","503127","96","19.08066949"
"","WA","ISLAND","53","29","551192","94","17.05394853"
"","WA","JEFFERSON","53","31","209220","39","18.64066533"
"","WA","KING","53","33","13825843","1701","12.30304727"
"","WA","KITSAP","53","35","1763264","237","13.44098218"
"","WA","KITTITAS","53","37","288912","43","14.88342471"
"","WA","KLICKITAT","53","39","143598","22","15.32054764"
"","WA","LEWIS","53","41","527092","87","16.50565746"
"","WA","LINCOLN","53","43","73231","",""
"","WA","MASON","53","45","423705","78","18.40903459"
"","WA","OKANOGAN","53","47","287023","65","22.64626877"
"","WA","PACIFIC","53","49","145676","41","28.14464977"
"","WA","PEND OREILLE","53","51","90882","22","24.20721375"
"","WA","PIERCE","53","53","5645104","938","16.61616863"
"","WA","SAN JUAN","53","55","110553","",""
"","WA","SKAGIT","53","57","824118","125","15.16773083"
"","WA","SKAMANIA","53","59","77809","25","32.12995926"
"","WA","SNOHOMISH","53","61","5075651","699","13.77163245"
"","WA","SPOKANE","53","63","3314449","551","16.62418097"
"","WA","STEVENS","53","65","304680","71","23.30313772"
"","WA","THURSTON","53","67","1790138","285","15.92056031"
"","WA","WAHKIAKUM","53","69","28114","",""
"","WA","WALLA WALLA","53","71","412661","66","15.99375759"
"","WA","WHATCOM","53","73","1420468","216","15.20625597"
"","WA","WHITMAN","53","75","318522","23","7.220851307"
"","WA","YAKIMA","53","77","1705971","222","13.01311687"
"","WV","BARBOUR","54","1","116327","",""
"","WV","BERKELEY","54","3","740590","115","15.52815998"
"","WV","BOONE","54","5","170861","34","19.89921632"
"","WV","BRAXTON","54","7","101556","",""
"","WV","BROOKE","54","9","167336","36","21.51360138"
"","WV","CABELL","54","11","675350","93","13.77063745"
"","WV","CALHOUN","54","13","53084","",""
"","WV","CLAY","54","15","65266","",""
"","WV","DODDRIDGE","54","17","57571","",""
"","WV","FAYETTE","54","19","320795","52","16.20972895"
"","WV","GILMER","54","21","60441","",""
"","WV","GRANT","54","23","83167","",""
"","WV","GREENBRIER","54","25","248967","56","22.49294083"
"","WV","HAMPSHIRE","54","27","165868","31","18.68956037"
"","WV","HANCOCK","54","29","213411","29","13.58880283"
"","WV","HARDY","54","31","97450","",""
"","WV","HARRISON","54","33","482340","79","16.3784882"
"","WV","JACKSON","54","35","204363","21","10.27583271"
"","WV","JEFFERSON","54","37","378340","40","10.57250093"
"","WV","KANAWHA","54","39","1344423","255","18.96724468"
"","WV","LEWIS","54","41","114891","",""
"","WV","LINCOLN","54","43","151720","22","14.50039547"
"","WV","LOGAN","54","45","254054","33","12.98936447"
"","WV","MC DOWELL","54","47","151225","38","25.12812035"
"","WV","MARION","54","49","395957","59","14.90060789"
"","WV","MARSHALL","54","51","229990","36","15.65285447"
"","WV","MASON","54","53","190432","26","13.65316753"
"","WV","MERCER","54","55","434779","101","23.23019281"
"","WV","MINERAL","54","57","195427","27","13.81590057"
"","WV","MINGO","54","59","185009","30","16.21542736"
"","WV","MONONGALIA","54","61","687449","81","11.78269224"
"","WV","MONROE","54","63","94768","",""
"","WV","MORGAN","54","65","122389","",""
"","WV","NICHOLAS","54","67","182839","36","19.68945356"
"","WV","OHIO","54","69","308570","43","13.9352497"
"","WV","PENDLETON","54","71","53083","",""
"","WV","PLEASANTS","54","73","53400","",""
"","WV","POCAHONTAS","54","75","61121","",""
"","WV","PRESTON","54","77","234956","40","17.02446415"
"","WV","PUTNAM","54","79","391800","52","13.27207759"
"","WV","RALEIGH","54","81","551245","90","16.3266787"
"","WV","RANDOLPH","54","83","205875","40","19.42926533"
"","WV","RITCHIE","54","85","72149","",""
"","WV","ROANE","54","87","103795","23","22.15906354"
"","WV","SUMMERS","54","89","96083","21","21.85610358"
"","WV","TAYLOR","54","91","118492","",""
"","WV","TUCKER","54","93","49341","",""
"","WV","TYLER","54","95","64054","",""
"","WV","UPSHUR","54","97","170482","39","22.87631539"
"","WV","WAYNE","54","99","294134","47","15.97911156"
"","WV","WEBSTER","54","101","63460","",""
"","WV","WETZEL","54","103","114829","",""
"","WV","WIRT","54","105","40480","",""
"","WV","WOOD","54","107","606576","93","15.3319617"
"","WV","WYOMING","54","109","163935","32","19.51993168"
"","WI","ADAMS","55","1","145061","29","19.99158975"
"","WI","ASHLAND","55","3","112588","",""
"","WI","BARRON","55","5","320502","38","11.85640027"
"","WI","BAYFIELD","55","7","105461","",""
"","WI","BROWN","55","9","1753504","230","13.11659397"
"","WI","BUFFALO","55","11","94262","",""
"","WI","BURNETT","55","13","108269","24","22.16700995"
"","WI","CALUMET","55","15","343965","45","13.08272644"
"","WI","CHIPPEWA","55","17","438575","71","16.18879325"
"","WI","CLARK","55","19","242111","33","13.63011181"
"","WI","COLUMBIA","55","21","396069","66","16.66376313"
"","WI","CRAWFORD","55","23","116155","",""
"","WI","DANE","55","25","3476754","420","12.08023346"
"","WI","DODGE","55","27","620961","96","15.45990811"
"","WI","DOOR","55","29","194959","34","17.43956422"
"","WI","DOUGLAS","55","31","307311","53","17.24637257"
"","WI","DUNN","55","33","307150","37","12.04623148"
"","WI","EAU CLAIRE","55","35","698203","89","12.74700911"
"","WI","FLORENCE","55","37","31449","",""
"","WI","FOND DU LAC","55","39","711026","92","12.93904864"
"","WI","FOREST","55","41","65019","",""
"","WI","GRANT","55","43","358129","46","12.84453367"
"","WI","GREEN","55","45","258114","35","13.55989989"
"","WI","GREEN LAKE","55","47","133184","26","19.52186449"
"","WI","IOWA","55","49","166092","",""
"","WI","IRON","55","51","41724","",""
"","WI","JACKSON","55","53","143417","23","16.03715041"
"","WI","JEFFERSON","55","55","587624","66","11.23167195"
"","WI","JUNEAU","55","57","186585","40","21.43795053"
"","WI","KENOSHA","55","59","1166326","147","12.60368027"
"","WI","KEWAUNEE","55","61","143918","",""
"","WI","LA CROSSE","55","63","808912","117","14.46387246"
"","WI","LAFAYETTE","55","65","117899","22","18.66003953"
"","WI","LANGLADE","55","67","138905","26","18.71782873"
"","WI","LINCOLN","55","69","200751","39","19.42705142"
"","WI","MANITOWOC","55","71","567478","81","14.27368109"
"","WI","MARATHON","55","73","941257","132","14.02380009"
"","WI","MARINETTE","55","75","291297","51","17.5079043"
"","WI","MARQUETTE","55","77","107022","",""
"","WI","MENOMINEE","55","78","30286","",""
"","WI","MILWAUKEE","55","79","6643949","734","11.04764651"
"","WI","MONROE","55","81","314091","44","14.00867901"
"","WI","OCONTO","55","83","262892","43","16.35652663"
"","WI","ONEIDA","55","85","251504","41","16.3019276"
"","WI","OUTAGAMIE","55","87","1246093","177","14.20439726"
"","WI","OZAUKEE","55","89","607100","58","9.553615549"
"","WI","PEPIN","55","91","51999","",""
"","WI","PIERCE","55","93","285577","38","13.30639372"
"","WI","POLK","55","95","307246","63","20.50474213"
"","WI","PORTAGE","55","97","491242","67","13.63889895"
"","WI","PRICE","55","99","98202","",""
"","WI","RACINE","55","101","1365015","182","13.33318681"
"","WI","RICHLAND","55","103","125565","",""
"","WI","ROCK","55","105","1123482","168","14.9535106"
"","WI","RUSK","55","107","102097","",""
"","WI","ST CROIX","55","109","594403","84","14.13182639"
"","WI","SAUK","55","111","436156","70","16.04930346"
"","WI","SAWYER","55","113","115786","21","18.13690774"
"","WI","SHAWANO","55","115","292286","42","14.36948742"
"","WI","SHEBOYGAN","55","117","807143","116","14.37167887"
"","WI","TAYLOR","55","119","144314","21","14.55160276"
"","WI","TREMPEALEAU","55","121","203410","34","16.71500909"
"","WI","VERNON","55","123","209746","25","11.91917843"
"","WI","VILAS","55","125","150121","32","21.31613832"
"","WI","WALWORTH","55","127","718662","97","13.49730471"
"","WI","WASHBURN","55","129","110850","",""
"","WI","WASHINGTON","55","131","924996","120","12.97302907"
"","WI","WAUKESHA","55","133","2738016","323","11.79686313"
"","WI","WAUPACA","55","135","366038","53","14.47937099"
"","WI","WAUSHARA","55","137","171365","24","14.00519359"
"","WI","WINNEBAGO","55","139","1173396","171","14.5730853"
"","WI","WOOD","55","141","520420","80","15.37219938"
"","WY","ALBANY","56","1","256346","39","15.21381258"
"","WY","BIG HORN","56","3","82087","",""
"","WY","CAMPBELL","56","5","325646","78","23.95239002"
"","WY","CARBON","56","7","110662","27","24.39861922"
"","WY","CONVERSE","56","9","97296","31","31.86153593"
"","WY","CROOK","56","11","49537","",""
"","WY","FREMONT","56","13","282184","77","27.28716015"
"","WY","GOSHEN","56","15","93354","",""
"","WY","HOT SPRINGS","56","17","33655","",""
"","WY","JOHNSON","56","19","60022","",""
"","WY","LARAMIE","56","21","651105","149","22.88417383"
"","WY","LINCOLN","56","23","126640","24","18.95135818"
"","WY","NATRONA","56","25","542239","131","24.15908852"
"","WY","NIOBRARA","56","27","17397","",""
"","WY","PARK","56","29","199222","51","25.59958238"
"","WY","PLATTE","56","31","60866","",""
"","WY","SHERIDAN","56","33","205339","60","29.21997283"
"","WY","SUBLETTE","56","35","70538","",""
"","WY","SWEETWATER","56","37","309675","74","23.89602002"
"","WY","TETON","56","39","152005","",""
"","WY","UINTA","56","41","146626","34","23.18824765"
"","WY","WASHAKIE","56","43","58864","",""
"","WY","WESTON","56","45","50115","",""
